,Edad,Trabajo,Estado civil,Educacion,Default,Prestamo vivienda,Prestamo personal,Contacto,Mes,Dia de la semana,Cantidad de contactos,Dias,Anterior,Resultado anterior,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
8670,28,Administrativo,soltero,universitario,no,si,no,celular,jul,wed,2,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
8671,33,Obrero,casado,secundario,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8672,29,Administrativo,soltero,universitario,no,no,no,celular,aug,mon,2,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,si
8673,46,Tecnico,casado,curso profesional,no,si,no,celular,nov,tue,2,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
8674,35,Obrero,casado,basica.4y,no,si,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
8675,30,Tecnico,soltero,universitario,no,desconocido,desconocido,celular,mar,tue,3,999,0,inexistente,-1.8,93.369,-34.8,0.646,5008.7,no
8676,35,Obrero,casado,secundario,no,si,no,telefono,jul,tue,1,999,0,inexistente,-1.7,94.215,-40.3,0.876,4991.6,no
8677,34,Obrero,soltero,basica.9y,desconocido,no,no,celular,apr,mon,2,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
8678,38,Ama de casa,casado,basica.6y,no,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
8679,28,Servicios,soltero,secundario,no,no,no,telefono,may,thu,2,999,0,inexistente,-1.8,92.893,-46.2,1.27,5099.1,no
8680,35,Tecnico,casado,curso profesional,no,si,no,telefono,may,mon,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8681,51,Tecnico,casado,curso profesional,no,si,no,celular,apr,thu,1,999,0,inexistente,-1.8,93.075,-47.1,1.365,5099.1,no
8682,34,Ama de casa,divorciado,universitario,no,desconocido,desconocido,celular,apr,fri,2,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
8683,31,Administrativo,casado,universitario,no,no,no,celular,aug,tue,1,999,0,inexistente,-1.7,94.027,-38.3,0.904,4991.6,si
8684,35,Obrero,casado,basica.9y,no,si,no,telefono,jun,tue,4,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8685,34,Administrativo,soltero,secundario,no,si,si,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8686,44,Gerente,casado,curso profesional,no,si,no,celular,apr,fri,1,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
8687,29,Obrero,casado,basica.6y,no,no,si,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8688,54,Tecnico,casado,basica.9y,no,no,no,telefono,jun,fri,9,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
8689,58,Obrero,casado,basica.9y,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8690,33,Obrero,casado,basica.9y,desconocido,no,no,celular,may,wed,2,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
8691,31,Tecnico,casado,curso profesional,no,no,no,celular,apr,mon,3,999,1,fallida,-1.8,93.075,-47.1,1.466,5099.1,no
8692,51,Administrativo,divorciado,universitario,no,no,no,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8693,25,Servicios,casado,secundario,no,si,no,telefono,jun,mon,9,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8694,49,Tecnico,casado,curso profesional,no,no,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
8695,37,Obrero,casado,basica.9y,no,no,si,celular,apr,mon,3,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
8696,56,Servicios,casado,secundario,no,no,no,telefono,nov,thu,3,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,si
8697,43,Tecnico,soltero,curso profesional,no,si,no,telefono,may,fri,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8698,25,Obrero,casado,basica.9y,no,no,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8699,33,Servicios,casado,basica.9y,desconocido,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8700,49,Obrero,casado,basica.9y,no,no,no,telefono,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
8701,29,Administrativo,soltero,secundario,no,si,no,telefono,nov,mon,1,6,1,exitosa,-1.1,94.767,-50.8,1.05,4963.6,no
8702,42,Servicios,soltero,desconocido,desconocido,si,no,telefono,jul,tue,7,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
8703,33,Administrativo,casado,universitario,no,si,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8704,29,Administrativo,casado,universitario,no,desconocido,desconocido,celular,apr,fri,1,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
8705,38,Administrativo,casado,universitario,no,no,no,telefono,may,mon,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8706,30,Servicios,soltero,secundario,desconocido,si,no,celular,jul,tue,5,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
8707,38,Obrero,casado,basica.4y,desconocido,no,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8708,29,Administrativo,casado,universitario,no,si,no,celular,jun,tue,1,999,0,inexistente,-1.7,94.055,-39.8,0.702,4991.6,si
8709,39,unemployed,soltero,basica.9y,desconocido,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8710,39,Obrero,casado,basica.9y,no,si,no,celular,apr,thu,1,999,0,inexistente,-1.8,93.075,-47.1,1.483,5099.1,no
8711,45,Servicios,divorciado,secundario,no,no,no,celular,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
8712,36,Administrativo,divorciado,universitario,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8713,31,Obrero,casado,basica.4y,no,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8714,30,Obrero,soltero,basica.9y,no,si,si,celular,jul,mon,5,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
8715,29,Administrativo,soltero,universitario,no,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
8716,52,Administrativo,casado,secundario,no,si,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8717,42,Administrativo,casado,curso profesional,desconocido,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8718,49,Administrativo,divorciado,universitario,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8719,33,Administrativo,soltero,secundario,no,no,si,telefono,jul,tue,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8720,27,Obrero,casado,basica.9y,no,si,si,telefono,jun,wed,4,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8721,34,Tecnico,soltero,curso profesional,no,no,no,celular,aug,fri,4,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
8722,40,Tecnico,casado,curso profesional,no,no,no,telefono,jun,tue,2,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8723,50,Tecnico,casado,curso profesional,no,no,si,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8724,42,Tecnico,casado,basica.6y,no,no,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8725,43,Obrero,casado,basica.4y,desconocido,no,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8726,34,Obrero,casado,curso profesional,no,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
8727,38,Gerente,casado,secundario,desconocido,no,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
8728,43,Administrativo,divorciado,secundario,no,no,no,telefono,may,mon,2,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
8729,40,Administrativo,soltero,universitario,no,no,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8730,44,Tecnico,casado,curso profesional,no,no,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
8731,46,Servicios,casado,secundario,desconocido,si,no,celular,aug,thu,2,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8732,36,Servicios,soltero,secundario,no,no,si,celular,jul,tue,5,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
8733,33,Servicios,soltero,secundario,no,si,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
8734,40,Tecnico,casado,curso profesional,no,si,no,celular,apr,thu,2,2,1,exitosa,-1.8,93.075,-47.1,1.365,5099.1,si
8735,32,estudiante,casado,secundario,no,si,no,celular,apr,thu,1,999,0,inexistente,-1.8,93.075,-47.1,1.365,5099.1,si
8736,33,Servicios,casado,secundario,no,si,si,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8737,31,Obrero,casado,basica.9y,no,si,no,telefono,may,fri,7,999,1,fallida,-1.8,92.893,-46.2,1.25,5099.1,no
8738,43,Autonomo,casado,basica.9y,desconocido,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8739,37,Obrero,casado,curso profesional,no,si,no,celular,apr,mon,4,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
8740,39,Obrero,casado,basica.9y,no,no,si,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8741,39,Obrero,casado,basica.9y,desconocido,si,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8742,28,Servicios,casado,secundario,no,si,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8743,29,Administrativo,soltero,secundario,no,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,si
8744,58,Jubilado,casado,basica.9y,no,no,no,telefono,may,wed,4,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8745,29,Administrativo,soltero,universitario,no,no,si,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8746,36,Administrativo,casado,universitario,no,si,no,celular,aug,tue,4,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
8747,35,desconocido,soltero,basica.4y,desconocido,no,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8748,39,Administrativo,soltero,desconocido,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8749,35,Obrero,casado,basica.4y,no,si,no,telefono,may,tue,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8750,34,Obrero,casado,basica.9y,no,no,no,celular,apr,mon,4,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
8751,26,Administrativo,soltero,secundario,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8752,39,Obrero,casado,basica.9y,desconocido,si,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
8753,53,Administrativo,casado,universitario,no,si,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8754,40,Administrativo,casado,universitario,desconocido,si,no,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
8755,33,Administrativo,soltero,universitario,no,no,no,celular,aug,tue,9,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8756,37,Administrativo,casado,universitario,no,no,no,telefono,jun,fri,3,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
8757,26,Obrero,soltero,secundario,no,no,si,telefono,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8758,42,Administrativo,divorciado,secundario,no,si,si,celular,apr,fri,1,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
8759,39,Gerente,casado,universitario,no,si,no,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8760,33,Gerente,soltero,universitario,no,si,si,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8761,26,unemployed,casado,secundario,no,no,no,celular,jul,tue,4,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
8762,40,Administrativo,casado,universitario,no,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
8763,80,Jubilado,divorciado,basica.4y,no,si,no,celular,apr,thu,1,999,0,inexistente,-1.8,93.749,-34.6,0.644,5008.7,no
8764,29,Obrero,soltero,desconocido,no,no,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8765,39,Servicios,casado,secundario,no,si,no,telefono,may,tue,12,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
8766,31,Servicios,soltero,secundario,no,no,no,celular,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
8767,35,Tecnico,soltero,curso profesional,no,si,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
8768,36,Obrero,casado,desconocido,no,si,no,celular,may,thu,1,999,1,fallida,-1.8,92.893,-46.2,1.327,5099.1,no
8769,55,Administrativo,casado,universitario,no,si,si,celular,jul,fri,2,999,1,fallida,-1.7,94.215,-40.3,0.79,4991.6,no
8770,45,Servicios,divorciado,desconocido,no,si,no,telefono,may,tue,5,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,si
8771,44,Autonomo,casado,secundario,no,si,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.354,5099.1,no
8772,33,Obrero,soltero,curso profesional,no,no,no,celular,apr,tue,2,999,0,inexistente,-1.8,93.075,-47.1,1.453,5099.1,no
8773,37,Tecnico,casado,curso profesional,no,si,no,celular,jul,fri,3,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
8774,43,Tecnico,soltero,universitario,no,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.958,5228.1,no
8775,41,Tecnico,casado,curso profesional,no,si,no,celular,nov,mon,2,999,0,inexistente,-1.1,94.767,-50.8,1.039,4963.6,si
8776,46,Servicios,casado,curso profesional,no,no,no,telefono,jun,tue,3,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8777,35,desconocido,casado,basica.9y,no,si,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
8778,53,Gerente,divorciado,universitario,no,no,no,telefono,jun,mon,4,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
8779,42,Obrero,casado,basica.4y,desconocido,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8780,34,Tecnico,divorciado,curso profesional,no,no,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
8781,35,Obrero,casado,curso profesional,no,si,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.244,5099.1,no
8782,39,Obrero,casado,basica.4y,desconocido,no,si,telefono,may,thu,5,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
8783,21,Servicios,soltero,secundario,no,si,si,celular,apr,thu,2,999,0,inexistente,-1.8,93.075,-47.1,1.435,5099.1,no
8784,31,Servicios,soltero,secundario,no,si,no,telefono,jun,wed,1,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8785,37,Jubilado,divorciado,basica.9y,desconocido,no,no,telefono,nov,tue,1,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
8786,28,estudiante,soltero,universitario,no,desconocido,desconocido,celular,may,fri,3,3,2,exitosa,-1.8,93.876,-40,0.695,5008.7,si
8787,54,Servicios,casado,secundario,no,si,no,celular,aug,tue,5,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
8788,39,Gerente,casado,basica.4y,desconocido,si,no,telefono,may,thu,2,999,1,fallida,-1.8,92.893,-46.2,1.266,5099.1,no
8789,36,Tecnico,casado,universitario,no,no,no,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,si
8790,46,Servicios,casado,basica.9y,no,no,no,celular,may,wed,1,999,1,fallida,-1.8,92.893,-46.2,1.334,5099.1,si
8791,32,Tecnico,soltero,curso profesional,no,si,no,telefono,jun,mon,3,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8792,46,Administrativo,casado,universitario,no,si,no,celular,jul,wed,11,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
8793,33,Obrero,soltero,basica.9y,desconocido,si,si,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8794,49,Tecnico,casado,secundario,no,si,no,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8795,41,Tecnico,casado,curso profesional,no,no,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
8796,51,Administrativo,casado,universitario,no,no,no,telefono,jun,thu,3,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
8797,33,Tecnico,casado,curso profesional,no,si,no,telefono,may,mon,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8798,56,Gerente,casado,universitario,no,desconocido,desconocido,celular,nov,tue,1,999,0,inexistente,-3.4,92.649,-30.1,0.72,5017.5,si
8799,30,Gerente,divorciado,universitario,no,no,si,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8800,31,Administrativo,casado,secundario,no,no,no,celular,aug,thu,2,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
8801,56,Gerente,casado,universitario,no,si,no,celular,jun,wed,3,999,0,inexistente,-2.9,92.963,-40.8,1.26,5076.2,no
8802,27,Administrativo,soltero,universitario,no,no,no,celular,sep,wed,1,999,0,inexistente,-3.4,92.379,-29.8,0.781,5017.5,si
8803,56,Gerente,casado,secundario,no,si,no,celular,jul,fri,2,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
8804,37,Gerente,casado,universitario,no,si,si,telefono,aug,tue,2,6,1,exitosa,-1.7,94.027,-38.3,0.904,4991.6,no
8805,26,Administrativo,casado,secundario,no,no,no,celular,jun,wed,4,12,3,fallida,-1.7,94.055,-39.8,0.767,4991.6,si
8806,45,Administrativo,casado,universitario,no,no,no,celular,jul,thu,1,999,0,inexistente,-2.9,92.469,-33.6,1.072,5076.2,no
8807,31,Tecnico,casado,curso profesional,no,si,si,celular,aug,wed,1,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
8808,34,Gerente,soltero,universitario,no,no,si,celular,may,fri,4,999,0,inexistente,-1.8,92.893,-46.2,1.313,5099.1,si
8809,36,Tecnico,soltero,universitario,no,no,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8810,35,Obrero,casado,desconocido,no,si,no,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8811,34,Tecnico,soltero,curso profesional,no,si,no,celular,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.344,5099.1,no
8812,51,Obrero,casado,basica.9y,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8813,42,Empresario,soltero,universitario,no,no,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8814,43,Tecnico,casado,secundario,no,si,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8815,54,Tecnico,casado,universitario,desconocido,si,no,telefono,may,fri,4,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
8816,29,Administrativo,divorciado,basica.9y,no,si,no,celular,may,mon,3,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
8817,37,Empresario,casado,basica.9y,no,no,no,celular,may,mon,2,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
8818,37,Gerente,casado,universitario,no,si,no,celular,jul,fri,1,6,1,exitosa,-1.7,94.215,-40.3,0.896,4991.6,si
8819,53,Obrero,casado,basica.4y,no,no,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
8820,58,Obrero,casado,basica.9y,no,si,no,celular,may,fri,4,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
8821,34,Tecnico,casado,curso profesional,no,si,no,celular,jun,wed,1,999,0,inexistente,-2.9,92.963,-40.8,1.26,5076.2,si
8822,46,Obrero,casado,basica.4y,no,no,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8823,32,Obrero,casado,basica.4y,desconocido,no,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
8824,32,Obrero,casado,secundario,no,no,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
8825,28,Empresario,casado,basica.4y,desconocido,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8826,39,Obrero,divorciado,basica.9y,desconocido,si,no,celular,may,thu,3,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
8827,26,Obrero,casado,universitario,no,no,no,telefono,jul,wed,4,999,0,inexistente,1.4,93.918,-42.7,4.956,5228.1,no
8828,36,Obrero,casado,basica.9y,no,si,si,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
8829,51,unemployed,casado,secundario,no,si,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8830,37,Obrero,casado,basica.9y,desconocido,no,no,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8831,46,Servicios,casado,desconocido,desconocido,si,no,celular,aug,mon,2,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8832,35,Obrero,casado,basica.9y,desconocido,si,si,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8833,38,Obrero,casado,curso profesional,no,si,si,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
8834,37,Empresario,divorciado,secundario,desconocido,no,no,celular,jul,wed,4,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
8835,42,Obrero,casado,basica.9y,no,si,no,celular,dec,wed,2,999,0,inexistente,-3,92.713,-33,0.721,5023.5,no
8836,45,Tecnico,casado,universitario,desconocido,si,no,celular,aug,mon,1,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
8837,31,Administrativo,casado,basica.9y,desconocido,si,no,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8838,40,Administrativo,divorciado,universitario,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8839,32,unemployed,soltero,universitario,no,si,no,celular,apr,wed,1,999,0,inexistente,-1.8,93.075,-47.1,1.415,5099.1,no
8840,40,Gerente,casado,secundario,desconocido,no,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.864,5191,no
8841,55,Obrero,casado,basica.4y,desconocido,si,no,telefono,may,thu,5,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
8842,36,Servicios,casado,secundario,no,no,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
8843,33,Tecnico,soltero,curso profesional,no,no,no,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8844,49,Empresario,casado,universitario,no,si,no,celular,apr,mon,1,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
8845,30,Administrativo,divorciado,secundario,no,si,no,telefono,jun,mon,2,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
8846,38,Tecnico,casado,curso profesional,no,si,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
8847,30,Administrativo,soltero,universitario,no,si,no,celular,aug,wed,1,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
8848,49,Gerente,casado,universitario,no,no,no,celular,jun,mon,1,999,0,inexistente,-2.9,92.963,-40.8,1.266,5076.2,no
8849,43,Obrero,casado,basica.4y,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8850,45,Empresario,casado,secundario,no,no,no,telefono,jun,tue,2,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8851,31,Administrativo,casado,universitario,no,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8852,61,Administrativo,casado,universitario,no,si,no,celular,mar,mon,6,999,0,inexistente,-1.8,92.843,-50,1.811,5099.1,no
8853,36,Administrativo,soltero,universitario,no,no,no,celular,aug,wed,1,999,0,inexistente,-2.9,92.201,-31.4,0.879,5076.2,no
8854,37,Administrativo,soltero,universitario,no,si,no,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
8855,29,Obrero,soltero,basica.6y,no,si,no,telefono,jul,tue,1,999,0,inexistente,-1.7,94.215,-40.3,0.835,4991.6,no
8856,28,Empresario,casado,universitario,no,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
8857,30,Obrero,casado,basica.9y,no,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
8858,57,Jubilado,casado,universitario,no,si,no,celular,jul,mon,11,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
8859,44,Gerente,casado,basica.9y,no,no,no,celular,nov,tue,2,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
8860,32,Tecnico,casado,secundario,desconocido,si,no,celular,aug,mon,6,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
8861,40,Tecnico,soltero,secundario,no,si,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
8862,29,Administrativo,casado,universitario,no,desconocido,desconocido,celular,jun,wed,1,999,1,fallida,-2.9,92.963,-40.8,1.26,5076.2,no
8863,35,Empresario,casado,secundario,no,no,si,telefono,jun,tue,2,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
8864,33,Administrativo,soltero,universitario,no,si,no,celular,may,wed,3,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
8865,53,Obrero,casado,basica.4y,desconocido,no,si,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
8866,33,Administrativo,divorciado,universitario,no,si,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
8867,52,Servicios,casado,desconocido,desconocido,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
8868,27,Servicios,soltero,secundario,desconocido,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
8869,25,Obrero,casado,basica.9y,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
